Month,Category,Region,Sales ($),Profit ($),Units Sold
Aug,Electronics,East,8203,2469,159
Nov,Sports,South,5641,194,74
Jun,Furniture,East,1741,295,69
Aug,Electronics,East,1591,291,134
Jan,Electronics,West,1749,2803,50
Jun,Electronics,West,3219,621,90
Jan,Toys,East,9725,852,182
Jan,Furniture,South,5460,1784,13
Aug,Cosmetics,South,8511,1087,79
Jul,Toys,East,8508,1775,182
Mar,Sports,North,3653,112,195
Jun,Clothing,North,3570,2401,92
Sep,Toys,West,6748,2123,103
Jul,Clothing,South,1264,2228,160
Dec,Sports,East,4595,472,169
Mar,Furniture,East,3034,493,72
Jun,Clothing,South,4202,2013,17
Nov,Electronics,West,9573,1855,129
Apr,Toys,West,1388,2032,94
Mar,Clothing,North,7197,517,100
Sep,Sports,South,3071,1182,162
Oct,Electronics,South,9586,2275,170
Feb,Clothing,East,8840,916,125
Jan,Sports,South,4256,873,115
Feb,Furniture,North,5019,1903,153
Jul,Sports,South,7058,2429,192
Oct,Furniture,East,7630,2354,173
Jan,Electronics,North,3859,1432,81
Jun,Sports,East,3393,2550,89
Jul,Cosmetics,South,7819,2365,16
Sep,Toys,West,7071,2473,78
Aug,Cosmetics,South,3050,855,96
Jun,Cosmetics,South,4121,1376,17
Mar,Cosmetics,East,5971,1312,140
Aug,Toys,West,8695,1896,172
Jul,Cosmetics,South,4354,1566,123
Mar,Furniture,North,5474,2277,45
Sep,Sports,North,4397,2150,109
Dec,Electronics,East,6417,2089,88
Feb,Cosmetics,East,4768,654,39
Mar,Cosmetics,West,7281,1813,24
Feb,Electronics,East,3981,1617,96
Jan,Electronics,West,6521,365,67
Apr,Cosmetics,South,4472,1022,165
May,Furniture,North,3617,2171,179
Jun,Electronics,North,6481,633,106
May,Sports,North,7209,1980,155
Jan,Sports,East,4499,2150,142
Mar,Furniture,East,7995,1793,146
Jan,Toys,South,8881,979,111
Nov,Clothing,East,4592,2574,124
May,Furniture,West,9623,2151,146
May,Cosmetics,North,7054,907,27
Dec,Clothing,South,8272,2931,193
Nov,Cosmetics,West,5696,2650,152
Jun,Sports,West,8546,331,87
Aug,Electronics,East,7473,849,71
Oct,Cosmetics,East,6222,171,172
Dec,Sports,North,3449,2235,49
Jan,Furniture,South,6802,627,188
Apr,Cosmetics,West,1544,985,133
Oct,Sports,East,7652,2750,69
Nov,Electronics,East,7327,2597,65
Jan,Cosmetics,South,8058,2143,93
Sep,Toys,South,3628,2586,50
Nov,Sports,East,4451,1558,191
Jul,Cosmetics,East,9729,2273,26
Jul,Electronics,North,2436,662,114
Dec,Cosmetics,South,9087,2096,34
May,Cosmetics,West,7661,2996,135
Jul,Toys,East,4062,1759,102
Dec,Sports,East,1259,1663,146
Feb,Clothing,East,8551,2088,193
Apr,Cosmetics,East,5411,444,160
Jul,Clothing,North,5841,2615,127
Mar,Furniture,South,8961,2288,11
Feb,Cosmetics,East,1718,1129,54
Oct,Clothing,South,6196,2816,128
Feb,Furniture,West,3727,2778,175
Jan,Toys,West,8546,1772,143
May,Sports,West,9652,1664,185
Dec,Cosmetics,West,3854,1801,181
Jun,Sports,South,6200,897,16
Jun,Furniture,West,5067,1219,75
Sep,Sports,West,3977,2012,199
Apr,Sports,East,4480,2362,167
Jan,Electronics,East,9221,842,85
Jun,Furniture,East,4493,157,61
May,Sports,North,1230,1005,103
Oct,Clothing,East,8526,2552,45
Jun,Furniture,West,6281,1307,44
Mar,Electronics,South,2251,2868,75
Feb,Cosmetics,West,6340,882,187
Jun,Toys,South,7889,196,140
Jan,Sports,West,2963,686,115
Jul,Clothing,North,4166,1211,85
Jul,Electronics,East,2778,2665,13
Oct,Furniture,West,9052,2815,64
Jul,Toys,East,5870,1186,189
Dec,Toys,North,2147,640,196
Nov,Sports,North,3847,915,29
Oct,Electronics,East,4850,2338,28
Jan,Electronics,East,4070,1016,145
Apr,Clothing,South,1620,2863,36
Jul,Cosmetics,East,1963,2686,145
Nov,Cosmetics,East,8215,184,27
Sep,Cosmetics,South,3142,1458,38
May,Toys,West,8418,2588,55
Feb,Toys,South,2326,2937,173
Jul,Furniture,West,1121,1975,140
Oct,Toys,West,5313,2486,146
Jan,Toys,West,2076,1791,147
Jul,Electronics,South,2182,1941,93
Jun,Furniture,South,1794,1302,10
Jul,Electronics,North,5271,1370,141
Oct,Clothing,West,9483,1103,185
Mar,Clothing,South,8326,773,110
Mar,Furniture,North,9682,1798,105
Jul,Furniture,West,3808,829,27
Feb,Toys,South,4428,416,87
Jan,Clothing,South,9825,175,54
Sep,Sports,South,4499,1073,121
Sep,Cosmetics,East,3172,303,24
Jul,Toys,North,6986,2571,188
Jul,Cosmetics,South,4907,1858,198
Mar,Clothing,East,5699,292,13
Oct,Cosmetics,North,8081,2928,156
Feb,Sports,North,6224,1562,97
Nov,Sports,East,4468,2448,103
Jul,Electronics,North,6760,359,86
Sep,Furniture,East,1490,2763,148
Jan,Cosmetics,West,5263,531,37
Apr,Sports,South,8769,2863,194
Jun,Furniture,East,9950,795,84
Jul,Furniture,North,2197,297,63
Oct,Electronics,North,2904,1082,74
Jul,Furniture,West,6269,138,56
Oct,Furniture,West,2650,2856,127
Feb,Toys,West,4191,2618,13
Apr,Clothing,West,1027,2226,43
May,Electronics,West,7260,828,85
Dec,Electronics,South,3750,783,191
Jan,Cosmetics,East,3879,2190,70
Jan,Furniture,West,5357,231,110
Oct,Cosmetics,West,3832,2224,102
Mar,Toys,South,4109,2069,111
Oct,Sports,East,6758,138,122
Mar,Furniture,West,3921,2298,92
Dec,Sports,East,2433,1542,157
Aug,Clothing,East,5428,2465,140
Sep,Toys,South,8698,1587,49
Nov,Furniture,South,9111,1555,160
Dec,Cosmetics,West,4536,1626,78
Jan,Cosmetics,North,7863,1392,41
Nov,Furniture,South,2181,2584,33
Feb,Cosmetics,East,4405,2774,122
Oct,Furniture,East,4914,2698,188
Feb,Electronics,West,4722,439,124
Apr,Cosmetics,West,3642,1344,195
Feb,Furniture,West,8577,757,179
Jul,Furniture,East,4711,1799,44
Sep,Cosmetics,South,3960,460,41
Jul,Electronics,North,5830,2072,191
Dec,Cosmetics,South,6458,2918,54
Jun,Furniture,North,2619,2337,185
Oct,Electronics,South,7138,2560,117
Jan,Sports,West,7680,428,95
Nov,Clothing,East,3340,1899,186
Oct,Cosmetics,North,2728,1345,43
Sep,Toys,South,4585,1967,153
May,Furniture,East,1201,1809,20
Nov,Electronics,North,6985,2239,156
May,Electronics,North,7175,539,101
Jun,Sports,East,4160,2392,166
Sep,Cosmetics,West,2713,2076,63
Aug,Toys,East,8872,932,190
Aug,Electronics,West,8839,196,85
Aug,Sports,South,7859,2099,169
Jan,Furniture,South,1752,1037,109
Jan,Sports,East,1114,1600,125
Aug,Cosmetics,West,6341,1389,133
May,Sports,South,4980,674,92
Sep,Electronics,West,7325,2250,65
Feb,Electronics,West,3818,928,72
Sep,Clothing,West,1468,612,141
Dec,Sports,East,1425,765,148
Aug,Furniture,West,9141,1616,140
Sep,Toys,East,2575,1384,164
Apr,Toys,South,1833,2182,120
Jan,Cosmetics,South,5106,1504,181
Jan,Clothing,North,4703,496,155
May,Sports,North,2408,2174,167
Feb,Furniture,South,4481,2031,79
Aug,Clothing,West,7185,1985,184
Oct,Electronics,West,6821,2453,43
Nov,Cosmetics,South,7844,2846,128
May,Sports,South,7395,1794,85
May,Toys,North,9795,680,51
Feb,Furniture,West,1212,2312,32
Jul,Electronics,South,7411,201,49
Aug,Clothing,North,5801,554,24
Oct,Cosmetics,North,2758,292,124
Jan,Clothing,West,6780,997,66
Feb,Toys,North,9973,909,120
Oct,Clothing,North,2526,398,151
Apr,Furniture,East,1840,120,149
May,Electronics,South,2341,144,116
Feb,Sports,West,2500,2643,126
Jan,Furniture,South,9121,782,44
Sep,Toys,East,6559,1813,162
Jan,Cosmetics,West,6926,2370,87
Apr,Toys,South,9707,398,11
Feb,Toys,North,8675,1461,27
Nov,Clothing,West,7457,387,44
Apr,Cosmetics,East,4256,616,18
Aug,Furniture,North,3594,2301,148
Aug,Toys,East,4656,2428,76
Nov,Furniture,North,3086,2581,78
Dec,Sports,South,4155,441,114
Sep,Clothing,South,8188,185,47
Nov,Furniture,South,7396,2926,79
Dec,Cosmetics,East,1978,290,90
May,Toys,West,4047,1191,196
Jul,Sports,South,3589,1269,75
Mar,Cosmetics,East,3006,1090,50
Oct,Clothing,North,7783,975,33
Apr,Sports,South,6942,2047,187
Oct,Sports,North,3599,1951,14
Sep,Sports,South,3508,2809,30
Oct,Toys,North,9471,2721,15
Oct,Electronics,East,2193,1378,141
Dec,Sports,South,6915,2278,18
Jan,Cosmetics,East,3045,938,78
Feb,Cosmetics,East,8796,1058,77
May,Clothing,North,9439,1500,135
Mar,Furniture,South,8602,1655,146
Feb,Furniture,West,4672,1322,155
Jan,Electronics,West,8181,938,68
Oct,Toys,East,1044,2368,180
Mar,Toys,North,3085,2143,89
Jan,Sports,North,5511,1533,38
Dec,Electronics,North,7388,2790,185
Jan,Clothing,South,8775,1268,60
Dec,Clothing,South,6371,2635,179
Jan,Furniture,North,8948,2999,45
Aug,Clothing,West,7223,2501,85
Mar,Sports,West,5323,1047,114
Nov,Cosmetics,South,7626,260,54
Jan,Clothing,North,9814,563,110
Jul,Electronics,West,9049,2362,172
Oct,Sports,West,8091,2727,113
Mar,Clothing,South,9676,2075,15
Aug,Toys,South,9216,1315,174
Apr,Clothing,West,2225,2635,45
Apr,Toys,North,2248,2372,153
May,Sports,West,9970,808,31
Jun,Clothing,West,6026,260,78
Jul,Toys,North,3842,1884,78
Apr,Cosmetics,South,6698,2044,72
Aug,Furniture,North,2582,2602,84
Jun,Sports,North,5848,2692,116
Jan,Toys,North,4138,2176,28
Jan,Electronics,North,5755,866,111
Sep,Clothing,South,2517,2127,135
Oct,Toys,West,5642,284,136
Jun,Toys,East,6196,1996,155
Oct,Toys,South,4768,2504,123
Aug,Furniture,North,7198,2639,82
Jul,Electronics,West,9072,832,123
Dec,Electronics,West,6558,1955,154
Jun,Cosmetics,North,2343,1721,50
Apr,Furniture,South,6490,677,170
Jul,Toys,North,6335,2261,192
Sep,Sports,West,1048,477,91
Nov,Furniture,West,6916,1408,161
Oct,Furniture,South,3510,196,86
Oct,Electronics,East,7225,941,177
Jul,Cosmetics,North,4660,2271,37
Jan,Cosmetics,East,2746,255,119
Oct,Furniture,West,9687,2257,176
Sep,Furniture,East,9170,152,30
Apr,Clothing,North,1633,1802,174
Mar,Toys,North,7980,2735,139
Apr,Electronics,West,3720,825,15
Apr,Toys,South,1175,1817,61
Oct,Sports,South,9830,1513,14
Nov,Sports,West,9152,144,184
Feb,Cosmetics,North,4357,1035,52
Dec,Electronics,South,5392,1786,105
Jan,Toys,East,6379,1240,110
Dec,Cosmetics,West,6970,2269,123
Oct,Sports,East,9666,2629,49
Dec,Furniture,North,2958,2825,148
Jan,Electronics,South,7679,1523,151
Aug,Electronics,North,8348,1784,11
Feb,Toys,East,6884,599,176
Dec,Clothing,North,9540,173,72
Oct,Toys,North,9828,2296,128
May,Furniture,West,4614,1660,155
Dec,Furniture,West,4820,991,103
Apr,Cosmetics,North,5322,1989,88
Aug,Electronics,West,6467,1177,138
Feb,Cosmetics,North,6502,1346,154
Oct,Furniture,East,7379,572,63
Sep,Clothing,West,2204,1439,131
Jul,Electronics,North,7449,2317,133
Jul,Furniture,West,9539,800,176
Jan,Clothing,North,2203,2179,185
Dec,Toys,West,7558,152,75
Feb,Sports,South,1982,238,152
Apr,Furniture,North,9923,1497,31
Apr,Sports,South,7528,2237,29
Nov,Cosmetics,North,7655,927,102
Mar,Sports,South,6599,2183,180
Jul,Furniture,North,6690,1348,193
Dec,Sports,West,6905,653,161
Aug,Electronics,South,7331,839,52
Feb,Furniture,West,9644,368,30
Apr,Clothing,North,5073,1009,57
Mar,Sports,West,3894,285,75
Feb,Electronics,North,3234,968,124
Dec,Cosmetics,West,8631,2571,25
Jun,Cosmetics,South,6859,932,177
Apr,Sports,North,9355,1512,30
Jun,Cosmetics,West,2447,1589,189
Feb,Clothing,North,1101,1115,110
Dec,Furniture,North,8434,541,17
Apr,Electronics,North,8320,138,119
Nov,Toys,East,1535,1744,192
Jun,Sports,North,8500,1649,95
May,Cosmetics,West,2700,265,67
Mar,Furniture,East,8039,2035,14
Aug,Toys,West,8114,1568,179
Jul,Clothing,East,8469,542,120
Mar,Cosmetics,North,7492,430,118
Jun,Cosmetics,South,5344,1092,39
Apr,Electronics,South,2971,1458,104
Nov,Clothing,North,1712,1235,18
May,Clothing,East,4655,1869,104
Nov,Sports,West,7241,2861,104
May,Toys,South,7472,2982,50
Jul,Electronics,North,8760,2286,60
Nov,Sports,North,4648,1902,194
May,Electronics,East,6124,1907,70
Nov,Clothing,South,9650,1289,15
Mar,Electronics,North,3843,1537,128
Oct,Electronics,South,8973,1292,35
May,Electronics,West,1592,2916,15
Jul,Furniture,North,1497,2271,62
May,Furniture,North,3134,860,70
May,Toys,West,3449,1872,170
Sep,Toys,North,6412,1221,182
Mar,Clothing,East,8448,1142,103
Jun,Electronics,West,5292,1247,49
Jan,Clothing,East,1026,325,33
Oct,Furniture,West,3253,2078,101
May,Electronics,West,4642,2759,54
Aug,Sports,East,4655,2471,47
May,Furniture,West,2086,1140,166
Sep,Furniture,South,9022,2744,117
Nov,Furniture,East,3015,1983,145
Jun,Electronics,West,6067,1579,73
Aug,Toys,East,8123,640,96
Oct,Cosmetics,West,8084,745,116
Aug,Sports,West,4463,1089,60
Mar,Sports,South,5341,805,15
Jul,Clothing,South,7421,730,184
Jul,Electronics,South,5467,290,186
Oct,Toys,West,3896,1788,94
Dec,Furniture,South,4128,954,169
Jun,Cosmetics,East,5255,2638,191
Dec,Electronics,West,7880,504,45
Jul,Electronics,East,2334,2577,98
Feb,Toys,South,9709,619,108
Sep,Cosmetics,West,8078,1769,156
Oct,Furniture,East,2288,1507,46
Oct,Electronics,North,9937,920,26
Jan,Sports,East,6647,534,25
Jan,Sports,West,6928,2210,195
Mar,Cosmetics,North,5802,2281,181
Mar,Furniture,South,1697,718,58
Jan,Cosmetics,South,1474,524,103
Dec,Electronics,East,8696,1651,60
Jul,Sports,South,7532,457,14
Apr,Clothing,East,9702,1694,106
Oct,Cosmetics,East,9729,1132,195
Feb,Clothing,East,3944,1110,183
Oct,Clothing,East,6632,296,192
May,Toys,West,6384,1240,82
Jun,Sports,West,2366,1133,154
Sep,Cosmetics,North,2061,961,149
Apr,Clothing,North,3307,2666,161
Feb,Electronics,South,1307,448,65
May,Toys,West,1303,1758,192
Mar,Furniture,North,7486,674,131
Feb,Toys,West,6566,1127,135
Dec,Furniture,West,6157,1919,88
Jan,Sports,South,4891,2475,25
Oct,Cosmetics,South,6724,1885,135
Feb,Cosmetics,East,7280,2659,96
Jun,Furniture,West,6350,1030,31
Aug,Electronics,East,5133,2277,119
Mar,Furniture,East,1104,2047,181
Nov,Furniture,East,9446,686,104
Sep,Cosmetics,West,8571,583,52
Dec,Clothing,West,7601,457,88
Sep,Electronics,East,7671,484,30
Feb,Cosmetics,West,9782,353,132
Aug,Toys,East,9716,934,17
Oct,Furniture,North,9561,1290,58
Nov,Clothing,West,3963,1836,134
Dec,Electronics,South,9855,1803,115
May,Sports,South,1689,895,143
Apr,Electronics,East,7743,568,90
Oct,Electronics,North,3588,1983,113
May,Furniture,West,2535,592,118
Apr,Furniture,East,3028,1019,184
Aug,Sports,North,2856,150,173
Apr,Sports,North,4186,2220,134
Oct,Sports,West,3769,2747,101
Dec,Cosmetics,South,7085,151,130
Jun,Cosmetics,South,7486,2272,120
Feb,Furniture,North,8241,361,32
May,Furniture,South,3987,2008,168
Jun,Sports,North,9135,1644,119
May,Cosmetics,North,7090,2477,84
Dec,Clothing,North,1780,340,71
Feb,Cosmetics,South,5405,1408,105
Jul,Furniture,East,3153,1962,66
Apr,Cosmetics,South,9747,1725,111
Aug,Furniture,East,4296,1422,79
Jul,Sports,South,4313,1328,74
Jul,Sports,West,5492,390,46
Sep,Sports,West,7296,2358,77
Jan,Clothing,South,3583,1489,84
Oct,Clothing,West,4043,1913,26
Jun,Furniture,West,8569,1587,144
Jun,Electronics,West,6979,2866,61
Jun,Toys,West,2169,2469,172
Dec,Clothing,East,4262,2505,139
Jun,Furniture,North,8036,1016,177
Dec,Cosmetics,East,7726,2241,46
Oct,Sports,North,5022,810,66
Jul,Sports,North,9392,1986,110
Oct,Sports,South,2890,2316,19
Jun,Furniture,South,9203,1420,90
Jan,Sports,South,6171,2138,183
Mar,Clothing,South,7664,2663,99
Feb,Cosmetics,South,8307,2245,142
Jun,Sports,East,7243,449,142
Aug,Furniture,East,4556,835,129
Mar,Cosmetics,West,8304,2726,111
Oct,Sports,East,5966,2988,36
Aug,Electronics,East,1365,500,14
Aug,Sports,South,9051,850,70
May,Toys,West,1656,1574,145
Aug,Clothing,East,9352,1598,168
Jun,Cosmetics,East,9366,920,106
May,Clothing,West,4470,1542,158
Sep,Electronics,North,5060,2516,30
Jul,Electronics,South,6599,1987,60
Aug,Toys,East,1544,1518,88
Jan,Clothing,East,7426,2703,68
Nov,Cosmetics,West,2761,1242,11
Feb,Electronics,East,1956,1866,167
Aug,Electronics,South,9643,1104,67
Dec,Sports,East,9176,1065,29
Sep,Toys,North,8791,1114,177
Apr,Furniture,South,9273,1313,166
Dec,Electronics,North,2236,2118,142
Oct,Cosmetics,West,5911,2136,98
Nov,Cosmetics,South,7277,1745,147
Oct,Sports,East,1446,913,198
Sep,Cosmetics,South,3165,1914,114
Apr,Sports,South,2619,2253,121
Oct,Electronics,South,2793,2312,138
Oct,Electronics,North,7005,737,184
Oct,Electronics,West,1645,1123,107
Sep,Electronics,South,1378,1609,194
Nov,Furniture,East,3655,2138,23
Jul,Toys,South,8109,2478,162
Feb,Toys,South,4584,1493,30
Sep,Furniture,West,2140,1243,25
Apr,Electronics,East,4735,2446,169
Aug,Cosmetics,East,1661,955,182
Jul,Sports,North,6436,1266,73
Jul,Toys,East,9203,2854,93
Aug,Clothing,East,6209,1765,82
Jan,Sports,East,1387,2024,69
May,Clothing,South,4023,2072,107
Feb,Clothing,North,5735,2064,156
Feb,Electronics,East,9291,1216,56
Jan,Clothing,East,7471,546,167
May,Electronics,East,3771,2627,56
Feb,Furniture,South,5169,833,42
Apr,Cosmetics,South,8263,1923,30
Mar,Clothing,North,7235,621,104
Mar,Cosmetics,West,5019,1806,72
Feb,Electronics,North,5270,1498,51
Jun,Clothing,South,6856,1224,198
Feb,Sports,East,1034,721,114
Aug,Furniture,East,8618,858,135
Aug,Toys,North,4380,1958,124
Dec,Furniture,East,6476,2391,52
May,Clothing,South,8543,2170,77
Oct,Furniture,North,4176,1477,35
Jul,Toys,West,9367,2613,170
Apr,Sports,South,3153,964,117
Jan,Cosmetics,South,5687,2100,42
Nov,Sports,East,2586,1897,58
Feb,Furniture,South,9056,2416,93
Oct,Toys,South,6422,2680,50
Oct,Cosmetics,West,4658,2114,45
Apr,Toys,East,1952,2461,104
Jan,Sports,South,7270,2267,128
Aug,Electronics,East,6365,2047,159
Sep,Electronics,South,3871,1243,184
Apr,Cosmetics,West,3978,809,92
Oct,Cosmetics,East,3970,235,29
Mar,Cosmetics,East,5908,1035,96
Feb,Electronics,West,2959,100,161
May,Sports,North,6182,176,135
Mar,Cosmetics,South,1805,1060,180
Oct,Electronics,South,4100,1645,109
Jul,Cosmetics,North,2575,2728,82
Nov,Cosmetics,East,9791,2138,25
Jun,Toys,East,3615,2295,36
Jan,Cosmetics,West,9803,673,54
Dec,Electronics,West,6626,1648,174
Aug,Sports,West,9752,285,22
Feb,Electronics,North,1626,1800,188
May,Electronics,North,7884,621,11
Sep,Cosmetics,East,3811,2309,85
Aug,Toys,West,2610,2049,114
Feb,Clothing,East,9866,2343,106
Sep,Clothing,North,1048,133,96
May,Clothing,South,2386,1720,68
Oct,Electronics,East,2902,1693,23
Jun,Cosmetics,North,5722,1996,112
Mar,Clothing,West,5372,2555,186
Mar,Furniture,South,4842,1900,39
Oct,Furniture,South,8069,1420,119
Aug,Furniture,South,5311,2043,107
Nov,Sports,West,9421,636,18
Oct,Cosmetics,South,8806,2183,33
Oct,Electronics,North,7466,1387,121
Dec,Electronics,East,8997,1505,50
Feb,Cosmetics,South,7368,2261,197
Nov,Toys,South,2685,2752,41
Dec,Toys,North,9139,542,184
Dec,Sports,West,6133,1286,30
Feb,Cosmetics,South,9824,137,179
May,Toys,North,3422,2239,79
Jun,Sports,North,3750,2778,120
Dec,Clothing,West,9524,2819,98
Feb,Clothing,West,7309,2248,11
May,Sports,East,9698,606,168
Jul,Cosmetics,South,5212,2326,65
Oct,Clothing,East,1942,2431,167
Oct,Cosmetics,North,9827,454,24
Aug,Toys,South,2462,2027,27
Dec,Clothing,North,8471,1658,41
Jul,Toys,North,2991,2073,23
Aug,Cosmetics,North,6390,587,199
Dec,Cosmetics,West,1112,1105,61
Sep,Furniture,West,8183,378,31
May,Sports,South,3263,2691,23
May,Electronics,North,9618,749,43
Nov,Sports,North,6254,454,95
Oct,Cosmetics,South,3811,2342,65
Apr,Cosmetics,East,1833,903,190
Sep,Sports,North,8227,2240,186
May,Cosmetics,West,9421,2580,72
Feb,Toys,East,5254,657,153
Oct,Clothing,East,3518,1150,89
Aug,Cosmetics,East,4667,261,49
Jul,Sports,East,2041,2248,47
Aug,Sports,East,6112,798,155
Dec,Sports,East,1707,2073,32
Mar,Furniture,South,8458,2305,119
Apr,Toys,South,2383,591,57
May,Toys,East,2302,2092,91
Jun,Furniture,West,8118,1132,183
Jan,Toys,South,9868,2020,122
Apr,Furniture,South,3564,923,31
Nov,Toys,East,2260,778,134
Dec,Furniture,West,4203,1978,63
Oct,Furniture,East,1357,885,49
May,Toys,West,6404,1933,39
Jul,Furniture,West,6412,1091,192
May,Toys,North,4234,210,193
Jan,Furniture,South,9083,2988,51
Nov,Sports,East,1418,2350,179
Jul,Electronics,South,8906,1883,199
Aug,Toys,South,6587,1188,136
Jul,Furniture,West,4955,1838,190
Nov,Sports,South,2593,1284,91
Apr,Electronics,North,5602,2561,62
Aug,Furniture,East,1244,1768,10
May,Electronics,South,5572,2837,115
Oct,Toys,East,1614,1828,36
Sep,Electronics,South,1249,2413,26
Dec,Clothing,East,7620,671,72
Dec,Cosmetics,East,6869,304,137
Oct,Clothing,East,6971,683,178
May,Toys,South,1510,2320,130
Jan,Toys,North,6968,407,195
Dec,Electronics,East,5869,549,131
Sep,Sports,West,8505,161,194
Dec,Furniture,West,8647,1583,136
May,Cosmetics,West,1073,574,175
Jun,Furniture,North,3878,1695,131
Apr,Sports,East,6141,2233,75
Jun,Toys,North,3126,2059,182
Dec,Cosmetics,East,3204,1130,32
Aug,Clothing,North,7470,2442,157
Mar,Toys,East,4679,2132,45
May,Toys,West,9089,2886,179
Feb,Electronics,East,1984,1642,159
Feb,Sports,North,2298,1775,197
Jul,Electronics,East,8548,625,20
Oct,Electronics,South,8187,133,37
Oct,Furniture,East,4955,2899,54
Nov,Toys,West,6713,1955,133
Oct,Sports,East,4687,2927,131
Jun,Electronics,South,4045,2785,159
Apr,Clothing,South,7716,1157,90
May,Cosmetics,South,3085,2942,168
Jan,Sports,North,7533,505,20
Jul,Furniture,South,3727,1141,45
Aug,Sports,North,1376,2575,87
Sep,Toys,South,7992,392,44
Aug,Furniture,North,6700,2026,136
May,Cosmetics,South,5690,2727,160
Mar,Clothing,South,3794,2195,38
Oct,Electronics,East,2065,1991,160
Nov,Sports,South,4682,2231,133
Sep,Furniture,East,8637,706,25
Jun,Cosmetics,South,2051,2455,112
May,Electronics,South,9820,2399,93
Mar,Cosmetics,East,9080,1604,156
Jun,Clothing,East,3373,279,105
Mar,Electronics,North,7762,1433,59
Oct,Electronics,West,9058,2573,52
Dec,Electronics,East,7468,2147,28
Jun,Furniture,North,4974,2186,122
Apr,Electronics,South,7659,915,130
Feb,Cosmetics,East,8828,2772,27
Aug,Furniture,East,5841,475,143
Apr,Electronics,South,2951,2052,44
Sep,Cosmetics,South,4921,2188,23
Jul,Cosmetics,South,4424,1793,73
Dec,Sports,South,7725,1841,146
Feb,Cosmetics,West,2171,2194,172
Apr,Toys,East,4769,284,11
May,Clothing,South,4631,171,15
Mar,Electronics,South,3310,2716,108
Sep,Electronics,West,3343,1874,130
May,Electronics,East,4386,673,162
Feb,Cosmetics,North,4067,2489,82
Nov,Cosmetics,East,3339,668,187
Mar,Electronics,North,1683,1063,144
Sep,Toys,West,2054,1366,72
Jul,Furniture,South,8211,2475,165
Feb,Furniture,West,3602,2117,11
Sep,Clothing,East,5014,2105,74
Apr,Sports,South,8301,252,110
Sep,Clothing,East,1348,1378,196
Feb,Electronics,North,2022,828,161
Dec,Electronics,East,9641,1547,199
Oct,Electronics,West,1503,2379,47
Dec,Sports,West,9277,1652,71
Apr,Cosmetics,West,1522,275,128
May,Sports,South,3508,2698,188
Feb,Clothing,East,9821,2145,61
Oct,Cosmetics,South,1017,2290,119
Jan,Cosmetics,East,8423,2164,83
Jul,Clothing,North,2268,348,107
Oct,Cosmetics,East,2176,900,72
Jan,Furniture,East,2632,1099,148
Nov,Clothing,East,4613,2293,57
Nov,Clothing,East,1114,1025,110
Aug,Furniture,North,9944,2874,191
Mar,Sports,South,7590,2312,187
Oct,Sports,West,3400,1234,83
Jun,Sports,East,7768,746,47
Jul,Cosmetics,West,3588,2815,145
Oct,Furniture,West,1321,453,15
Jan,Clothing,West,8626,1397,77
Jun,Clothing,West,1833,1042,143
Jul,Clothing,East,9403,1402,120
Jun,Cosmetics,West,1158,625,41
Apr,Cosmetics,East,3619,1658,47
Jan,Toys,North,2347,609,124
Nov,Sports,South,4164,1637,194
Sep,Toys,South,7813,277,118
Apr,Toys,East,1910,2476,73
Jul,Cosmetics,East,8166,900,63
Jul,Sports,South,3451,2835,122
Feb,Sports,West,1403,1519,23
Jan,Clothing,East,2690,1037,73
Aug,Cosmetics,West,4485,2120,187
Aug,Sports,East,5288,2882,184
Jul,Toys,East,9116,2444,63
Aug,Furniture,North,1522,2074,28
Mar,Furniture,North,5445,1618,176
Nov,Cosmetics,South,7459,2769,135
Feb,Clothing,North,8086,1358,69
Jul,Clothing,North,2944,1342,170
Aug,Sports,South,4571,1340,41
Jan,Cosmetics,West,2560,2853,45
Dec,Furniture,North,5747,1798,161
Oct,Toys,West,8154,2775,180
Sep,Sports,South,1592,1963,55
Nov,Toys,East,6327,2820,184
Apr,Sports,West,1755,519,23
Dec,Electronics,South,1496,752,182
Apr,Toys,West,3421,2971,189
Mar,Cosmetics,South,2598,2860,127
Jun,Toys,South,5127,913,59
Jan,Toys,East,8016,967,74
Jun,Sports,West,6551,212,86
Feb,Furniture,East,4590,273,73
Sep,Electronics,East,1461,1110,32
Feb,Toys,West,5966,2221,134
Jul,Furniture,West,9559,736,93
Dec,Clothing,South,1165,1659,79
Jan,Electronics,West,2728,131,196
Dec,Electronics,South,8696,596,82
Jul,Sports,South,5697,2342,101
May,Toys,South,3173,627,83
Aug,Clothing,South,1037,2588,191
Apr,Sports,South,5443,1612,163
Dec,Cosmetics,South,8486,1620,53
Oct,Furniture,West,3021,2871,85
Jul,Furniture,West,7880,1743,150
Jun,Sports,North,9925,123,191
May,Furniture,West,5521,2437,128
Apr,Toys,East,9839,2455,49
Jul,Furniture,North,4302,403,13
Dec,Toys,West,9511,730,190
May,Cosmetics,East,5607,1816,138
May,Clothing,West,7368,137,15
Jan,Electronics,South,6873,2533,64
Feb,Sports,North,8498,844,75
May,Sports,South,8172,1704,127
Mar,Toys,North,6635,181,155
Feb,Cosmetics,North,4847,1241,38
Apr,Cosmetics,South,1764,1944,62
Apr,Electronics,North,7306,149,170
Apr,Clothing,North,1652,2816,140
Apr,Sports,West,8044,2221,157
